TopNow,RankType,DownloadNum,From,RunningType,ChannelID,GameType,Summary,DownloadURL,PlatForm,VersionID,Score,HotTrend,WebURL,WeekDownload,CompanyName,GetTime,GameName,Hot,PackageSize,iConURL
124,9,7697234,1,δ֪,4,棋牌桌游,《欢乐麻将全集》是腾讯倾力打造的一款经典国粹棋牌游戏。时尚简约的中国风画面，真人实时对战玩法，陪伴你欢乐每一天。,http://i1.market.mi-img.com/download/AppStore/0d00d35e981ea42190b041bcb333a9a2b937f5980/com.qqgame.happymj.apk,1,3.7.2.1,1.5,δ֪,δ֪,δ֪,深圳市腾讯计算机系统有限公司,2015-01-05 20:00,欢乐麻将全集,0,47.34M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/089ab4e5-a106-49d3-b344-3b19341d0e3f
125,9,1056375,1,δ֪,4,跑酷闯关,"你不小心进入了充满宝石和金块的山洞中，同时山洞四处也充满了危机，你乘坐着小矿车在轨道上奔跑，你能坚持多久?跑酷类游戏的玩家们绝对大爱。精美细腻、场景切换的更是妙不可言，随着跑酷不断的变化，声音在不同的场景也各不相同，游戏中还隐藏了八颗非常珍贵的宝石，只要集齐了就可以召唤出神龙实现一个愿望

特色：
1、画面细腻、可玩性很高
2、众多场景、美轮美奂的场景
3、复杂的道路、很多的障碍、考验玩家的技术水平


操作：
左右倾斜手机来收集金块，左右划动屏幕来切换轨道躲避障碍。",http://i1.market.mi-img.com/download/AppStore/08c36953345004e462ee31851a948dcb0d8f9b774/com.miniclip.railrush.apk,1,1.9.2,3,δ֪,δ֪,δ֪,北京第九星光文化传媒有限公司,2015-01-05 20:00,矿车大逃亡,0,35.38M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/202984dd-d577-45ea-bd01-6ebc4d1bac13
126,9,6665807,1,δ֪,4,跑酷闯关,"突如其来的雪崩打扰了小摔哥的美梦，他要赶在被大雪埋没前逃离困境！ 
踩上滑雪板，夺命竞速大战就此拉开序幕。逃命路上要努力加速躲避障碍，最厉害的是要学会和一样在慌忙逃命的动物们合作逃生！企鹅，雪 怪和老鹰，全是靠谱的好伙伴。皑皑雪山，蔚蓝天空，冲上云霄，穿梭山洞，在惊险刺激的大冒险中体验爽快的滑雪感受吧！",http://i5.market.mi-img.com/download/AppStore/d84c4132-00cf-42ff-ada2-ea5d6e16871c/com.DefiantDev.SkiSafari.apk,1,2.1.0,2.5,δ֪,δ֪,δ֪,北京游道易网络文化有限公司,2015-01-05 20:00,滑雪大冒险,0,27.68M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/9fc0604f-e40b-4f79-95e1-76dd815109f3
127,9,4531072,1,δ֪,4,动作枪战,"单机射击手游《火线指令》正统续作，经典与你再次同行！

电影级超逼真画质，带你亲临真实火线战场！
新关卡新场景，更多作战任务等你完成！
特有小分队玩法，招募身经百战的特种兵，告别孤军奋战！
数十种武器满足你的作战需求！狙击枪、冲锋枪、散弹枪、轻机枪，随你改装，威力永无止境！
无人机、火箭弹、手榴弹，急救箱，多种战术道具助你傲视战场！",http://i4.market.mi-img.com/download/AppStore/d3bbf345-7c77-4769-973f-9a97d9665039/com.glu.flc2.chukong.mi.apk,1,7.3.0,3,δ֪,δ֪,δ֪,北京触控科技有限公司,2015-01-05 20:00,火线指令2,0,50.24M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/82f2a69c-5c7c-45ee-9754-0e8c1e9ae821
128,9,1379730,1,δ֪,4,赛车体育,《激流快艇2》英文名称为Riptide GP 2，是IOS以及安卓平台上的一款水上竞速类游戏，相比上一代，本作游戏不仅新增加了摩托艇，还增加了全新的竞速路线，画面效果更加养眼，水流的质感也更加真实，玩家在游戏中要做的就是操控的水上摩托艇冲向高台，做出一系列炫目的特技动作，最后平稳落地，适合喜欢竞速类游戏的玩家。,http://i3.market.mi-img.com/download/AppStore/f6a4d336-8902-482d-a649-cfdbf345627e/com.vectorunit.redcmgeplaycn.mi.apk,1,1.1.0,4,δ֪,δ֪,δ֪,广州盈正信息技术有限公司,2015-01-05 20:00,激流快艇2,0,49.36M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/6f2dfea3-490c-4942-b800-bdf5bbd4e808
129,9,363754,1,δ֪,4,模拟经营,一款沙盒类游戏。游戏可以看做是2D版《我的世界》，同样拥有宏大的世界，你可以在里面探索，获取资源，打造属于自己的道具以及建造奇葩的建筑。游戏中一开始的地图选择，X代表最高画质，配置低的手机可能会卡顿。,http://i2.market.mi-img.com/download/AppStore/0f36d4785a9f0b4b74ecde5d2a31fb68a7f43dfbd/com.lqgames.craftking3.apk,1,3.0.3,2.5,δ֪,δ֪,δ֪,LZGgames,2015-01-05 20:00,我的世界3,0,4.72M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0a2e27406e3f945bd356579039938c36714bf9ec9
130,9,1424620,1,δ֪,4,儿童益智,"找不同游戏，从两幅完全相同的图片中找出不同，锻炼观察能力、记忆能力、想象能力、逻辑思维力、形象思维能力。适合孩子和家长共同娱乐，在有趣的游戏过程中，在轻松愉快的气氛中获得知识，开发智力，促进亲子关系。

找出两幅图中的5个不同地方。
主题轻松活泼，以动画人物朵拉为主线。",http://i5.market.mi-img.com/download/AppStore/ee502a5b-3f61-46bb-9493-960f7e5af937/org.vv.find.difference.dora.apk,1,2.07,3.5,δ֪,δ֪,δ֪,烟雨江南,2015-01-05 20:00,宝宝找不同朵拉版,0,8.52M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/c468acf8-6c21-4bfb-b4aa-28ca461bc585
131,9,2574529,1,δ֪,4,棋牌桌游,Q版横版精美画面，乡村爱情故事为蓝本的剧情故事，真人语音配音，《明星斗地主》让你实打实的感受和明星面对面打牌的过程。多样的关卡任务限制，丰富的BOSS技能，定将令你应接不暇。现在《明星斗地主》开启新篇章，联网模式正式开启！和其他小伙伴一起联手打BOSS，同台切磋，从此不再是梦想！在这个冬季，让对抗来得更猛烈些，让地主斗的更热情些吧！,http://file.market.xiaomi.com/download/AppStore/0eddb55e1a200a65228f1d246d7aae1144d433450/com.pokercity.mxddz.mi.apk,1,1.08,4,δ֪,δ֪,δ֪,北京触控科技有限公司,2015-01-05 20:00,明星斗地主,0,15.33M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0f40559056dc6ce145c8edf81bb28bbfc9041cbb6
132,9,56584,1,δ֪,4,跑酷闯关,"尸兄传奇是一款角色扮演游戏。游戏以一个普通人（卢瑟次）在一场剧变后变成了路人尸兄，为了探索事实真相以及找到失去消息的小薇，勇往直前的故事为背景。游戏中玩家控制方向键和攻击键，打败怪物即可。当出现带有问号的砖块时，可通过撞击，获取道具，道具中的物品有速跑鞋、跳跃靴、弹药包、时钟、金币、神奇磁铁。当玩家有足够金币或者闯到一定关卡后，可以获得相应的角色。

4、一句话描述：一款呆萌风趣【超级玛丽】风格的游戏！数种萌翻小怪让您尽情揉虐！看尸兄如何走向巅峰！",http://i5.market.mi-img.com/download/AppStore/06c164d55ac8b36a96ab318910bd1e0ceda4088ce/com.sinyuee.SGZombieVSplant.apk,1,2.1.8,2.5,δ֪,δ֪,δ֪,杭州鑫悦游科技有限公司,2015-01-05 20:00,尸兄传奇,0,12.67M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/67268aec-78ff-4642-a049-3a23b3fc3415
133,9,104465,1,δ֪,4,网游RPG,"源自魔兽世界血脉，根据著名动漫《我叫MT》授权改编。
经典副本、经典职业一一再现，五百万玩家好评如潮，爱不释手，high到手机没电！
《我叫MT Online》根据著名动漫作品《我叫MT》改编，游戏采用卡牌战斗的经典方式，还原了动漫中的人物角色性格和搞笑做派，同时把《魔兽世界》各大经典副本以独特的方式展现出来。
无论你是否是魔兽玩家？是否AFK？都可以在这里和你的朋友在一起战斗，一起下副本，以一种崭新的方式重新体验艾泽拉斯的掌中世界！
“冲啊……”强力MT！为荣誉而战！
游戏特色：
★ 精美的游戏画面，完美还原《我叫MT》的各个多彩角色。
★ 经典职业一个不少，组建出你自己的战斗团队。
★ 数百种卡牌，丰富的收集系统，尽可能地满足MT迷们的收集欲望。
★ 经典的副本再现，全自动的战斗模式。
★ 与好友协力，共同组建强大的队伍。
★ 丰富的卡牌进化和养成系统。
★ 每天送大奖，更有机会获得“五星”卡牌。....",http://i1.market.mi-img.com/download/AppStore/0466b5457f6bc4a7116cf88dc0990f0a3350851aa/com.tencent.tmgp.mt2.apk,1,1.2.1.0,3,δ֪,δ֪,δ֪,深圳市腾讯计算机系统有限公司,2015-01-05 20:00,我叫MT 2,0,162.88M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/06a9b5a68d78eedbf7f1836853dbcca08164046e5
134,9,345820,1,δ֪,4,模拟经营,"农场游戏之父Zynga倾力打造，蜂巢游戏独家代理，携手风靡全球的《农场小镇》强势入侵中国！为国内用户精心打造特色系统，量身定制专属主题活动；播种，养殖，果园，海产，钓鱼，超多玩法超乎你的想象；轻松聊天结识新朋友，邀请老朋友，与小伙伴互相帮助，共同发展，闲时钓鱼聊天享受度假之旅；无论你身在何方，网络是否通畅，离线模式让你随时畅玩！农场主们，还在选择心仪的农场么？那就赶紧来与小伙伴一起承包农场小镇！
游戏特色：

无好友 不农场
游戏轻松交友，召唤小伙伴与你共同发展农场，共享休闲时光。

探索每个角落 开启遗失宝箱
农场冒险，不但满足你的探宝情怀，还会帮助你收集稀有物品，制造高品质产品
出售一个大价钱！

农场合作社 联盟才能出土豪
与陌生朋友，现实小伙伴加入农场合作社，互相帮助，只有团结才能获得最大的利益，有人的地方就有贸易！

断网也能玩游戏  离线模式随时爽
没有wifi，没有流量，不用慌，只要你的手机有电，哪怕你在飞往月球的路上，你也一样能够畅爽游戏！

主题活动乐不停
各种农场特色活动，从小作物到限量版道具，只要用心参与，你将获得土豪也买不到的奖励，妈妈再也不用担心你玩儿游戏浪费钱啦！
客服QQ：800029402  客服电话：4007510010
官方安卓玩家交流群：227655203
官方IOS玩家交流群： 239220926",http://i4.market.mi-img.com/download/AppStore/0626b64b1158c4f342d5fbe2d71ae87aacf1467ed/com.zynga.FarmVille2CountryEscape.mi.apk,1,2.5.171,4,δ֪,δ֪,δ֪,南京奇幻通信科技有限公司,2015-01-05 20:00,农场小镇之乡村度假,0,52.08M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/06ac75927480d1d6db9be9e21f6be17af6240c5c5
135,9,55987,1,δ֪,4,模拟经营,"你身处在海边的孤岛上，一个风场奇怪的地方，所有的东西都是方块形式。探索可以利用的物品，资源和使用工具构造自己想要构造的一切东西。这就是一款沙盘生存战争，也是你和另外一个你的战争，创造让这个生存游戏充满了无限可能！
 当心！生存并不像你想的那么简单。
",http://i5.market.mi-img.com/download/AppStore/05ec0347b46b747872538b494215983b377e4067c/com.kuls.game.sczz.cn.apk,1,1.0,3,δ֪,δ֪,δ֪,盛华信息,2015-01-05 20:00,生存战争,0,13.42M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/03b425f67252cc498ab69970ddbd950d84c42a2dd
136,9,325824,1,δ֪,4,跑酷闯关,"●●跑酷神作再升级，美国超人气动画《探险时光》男猪脚倾情献艺●● 
●●屡获大奖殊荣之经典动漫+亿万玩家喜爱的搞笑跑酷手游巨作●● 
●●熟悉的玩法，全新的奇幻地图、搞笑人物、奇葩装扮邀你一探究竟●● 
●●前所未有的全新任务和抽奖系统，挑战更精彩，奖励更丰富●● 

身为全球人气巨星，我们的阿宝童鞋当然绝对不乏各路“亲朋好友”前来相助：《滑雪大冒险探险时光》中大量拥有特异功能的小伙伴闪亮登场，撞不坏的寒冰犀牛，能翻十个跟头的小山猪，带你大玩空中特技的彩虹小姐。当然你可以升级改造载具，尽情DIY你自己的滑雪冒险世界！参加“每日挑战“、冒险途中还会有神秘宝箱等你拼人品、试运气。还可通过游戏中的积分榜与世界各路”滑雪“高手一较高下。《滑雪大冒险》与《探险时光》的碰撞，等你一探究竟！ 

更多精彩游戏，敬请关注游道易！ 
公司网址：www.yodo1.cn 
邮箱：support@yodo1.com 
官方微信：yodo1games 
官方微博：http://e.weibo.com/yodo1",http://i3.market.mi-img.com/download/AppStore/0092e568df2b825888dc89dd7950a83342840382c/com.yodo1.skiat.XIAOMI_01.apk,1,2.0.0,4,δ֪,δ֪,δ֪,北京游道易网络文化有限公司,2015-01-05 20:00,滑雪大冒险：探险时光,0,30.7M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0620240b96a922ae2ef2a791c70f7040a64413e28
137,9,2354193,1,δ֪,4,塔防迷宫,本游戏是《小小指挥官之二战风云》的续作，我们在续作中添加了超级丰富的游戏内容，享受所有塔防能给您带来的乐趣吧。《小小指挥官2之世界争霸》是一款极具策略性的塔防游戏，在游戏中你可以不断解锁和升级新的防御塔，为防御塔装配模块，挑战来自世界各地的玩家，爬上排行榜的首位！,http://i2.market.mi-img.com/download/AppStore/00a3af4a5c2934ab904a5db693da2a9581cd231db/com.catstudio.littlesoldiers2mm.apk,1,1.4.1,4.5,δ֪,δ֪,δ֪,北京富嘉和聚科技有限公司,2015-01-05 20:00,小小指挥官2,0,31.3M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0f50b85e47ee2469f001b0ef164fecae2209c3221
138,9,213988,1,δ֪,4,儿童益智,"本应用来自百度。 干净宝宝,你永远不会知道小孩在你的眼皮底下做了什么，只要一眨眼，他们就会弄得一身脏兮兮，特别男孩的家长更是深有体会。",http://i5.market.mi-img.com/download/AppStore/a07009b5-24ba-4c73-a01e-e9bf226cf028/air.com.pepiplay.pepibathliteandroid.apk,1,1.0.7,3.5,δ֪,δ֪,δ֪,Pepi Play,2015-01-05 20:00,干净宝宝 Pepi Bath Lite,0,18.19M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/eb0347c8-b160-4330-8d7b-f416f32ef6d6
139,9,12377337,1,δ֪,4,休闲创意,一款18个小游戏组成的休闲游戏。你认为自己眼疾手快智商高？那就来试试吧，证明你自己不是笨蛋，你需要完成各种各样的小游戏，操作简单有趣又十分容易上瘾，掌握诀窍才能过关，游戏有24个具有挑战性的关卡，有趣搞笑的画面和音效。,http://i1.market.mi-img.com/download/AppStore/a0ec22b5-afb8-4ccf-9619-805ff49db4eb/org.orangenose.games.apk,1,17.0,4,δ֪,δ֪,δ֪,北京润德嘉华科技有限公司,2015-01-05 20:00,史上最牛的游戏2,0,30.99M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/c50e5b1c-4fae-4154-bf01-5829ea783e1e
140,9,146981,1,δ֪,4,战争策略,"☆☆登录即送300金币！首充送金币再豪返300%！☆☆
☆☆《三国群英HD》，100%还原经典大作！☆☆

【全体系创新战法】
十二兵种，九大阵形，策略克制，变阵莫测！
【武将能力还原史实】
武将、智将、统将、属性结构、千种技能、专属军师技：打法多种，王道由你来定！
【争霸系统，自立为王】
在充满金戈铁马，古色古香的世界之中，攻城掠地，争霸统一三国！

客服QQ：2724549378
客服邮箱：2724549378@qq.com
客服电话是：020-38939439 ",http://i3.market.mi-img.com/download/AppStore/0462455fbc03244de2f54b82d41c9fa329bda46e0/net.joywii.sgqyhd.mi.apk,1,4.12.24.2,4,δ֪,δ֪,δ֪,上海游民网络科技有限公司,2015-01-05 20:00,三国群英HD-经典还原,0,29.79M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0f8ce5f4218c5d6d769e146f30267a28e5040b409
121,10,46216,1,δ֪,4,网游RPG,2014年末不可错过的西游+高达RPG类手游《敢达西游》震撼来袭。游戏集冒险、收集养成、竞技PK等多种玩法于一体。招募你的孙悟空高达修炼、飞升、取西经。通过招募、副本以及英雄乱斗活动等系统收集机甲英雄，通过修炼、飞升来提高机甲英雄的品质，通过技能芯片嵌入来提高英雄技能能力，通过装备打造来提高机甲英雄属性。游戏开放世界boss、英雄乱斗、宝船[1] 寻宝、蟠桃园等一系列丰富多样的活动，满足玩家不同的追求，取西经，不穿机甲你就out了！,http://i3.market.mi-img.com/download/AppStore/094e1f46d1e524aad271850130c9437601c2c5f01/com.jurlogy.ddxy.mi.apk,1,1.0.0,2,δ֪,δ֪,δ֪,深圳市侏罗纪科技有限公司,2015-01-05 20:00,敢达西游,0,77.27M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/08989653dd92546451b1a05d5a33ce9452c4b1460
122,10,64432,1,δ֪,4,网游RPG,傲娇？腹黑?无口？各属性英雄穿越成软妹萌娘o(≧v≦)o~~，齐聚《姬神幻想录》！ 乱斗群战，开启顶端阵容、华丽的时空大战，集结伙伴成立最强社团，征战宿敌收集海量资源，还有萌萌哒宠物小神兽，没谁能比我们更有爱(>^ω^<) 激萌原声配音，自带变身技能，单挑，群战，自由搭配，玩的痛快！  噢尼酱...人家想大干一场( # ▽ # ),http://i1.market.mi-img.com/download/AppStore/0322d84a3d2e64e4833701c59cd8d49b90673bba2/com.KoOne.mi.apk,1,1.5,3,δ֪,δ֪,δ֪,深圳市博友空间科技股份有限公司,2015-01-05 20:00,姬神幻想录,0,85.14M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/086cd44186a5bef0a2e83b4d52c879e4104409ca9
123,10,46179,1,δ֪,4,休闲创意,中国唯一一位正统女皇帝的传奇一生！本游戏根据湖南卫视跨年史诗电视剧《武则天传奇》改编，该剧由范冰冰，张馨予、李晨、李治延、张丰毅、张钧甯、周海媚、吴秀波等人主演，游戏画面精致唯美，操作简单，玩家可以通过游戏身临其境的感受到宫廷残酷的权利斗争~~赶紧一边煲剧一边玩游戏吧~~本游戏完全免费,http://i1.market.mi-img.com/download/AppStore/0aa6be451498444340a65fc65c86d2814fd918b0e/com.xiaopg.android.wztz.apk,1,1.6.1,3.5,δ֪,δ֪,δ֪,宝你大E803,2015-01-05 20:00,武则天传,0,6.68M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0ea6b4f5189d434394a650c65d86d68b404400c2e
124,10,29657,1,δ֪,4,模拟经营,"《模拟实况飞行》是一款画面逼真的飞行模拟游戏。每个人都有飞行的梦想,都想成为一个飞行驾驶员,在广阔的天空翱翔,但不是每个人都有机会和条件成为幸运儿。喜欢开飞机吗？来试试这个，你可以模拟从机场起飞，一直飞到城市上空。相信这一定是一个美好的体验~~！",http://i3.market.mi-img.com/download/AppStore/0c657552976206e9d5d21396ad13281c036411567/com.bg.planeair.feixin.apk,1,14.23,0,δ֪,δ֪,δ֪,锅容制造科技,2015-01-05 20:00,模拟实况飞行,0,21.72M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/00fb3482e9e21999daffbb8c9d7fbc4c95d40fffa
125,10,38222,1,δ֪,4,跑酷闯关,《刀塔酷跑之宙斯降临》是由掌中雷霆2014年研发的最新一代跑酷游戏。游戏融合了刀塔的背景故事，让您在刀塔的世界中享受速度快感。操控您喜欢的英雄吃金币捡宝石，使用道具强化能力，收集稀有神装，还有神秘宝箱等待您的挖掘哦~不用多久您就能升级加点，当上第一名，获得高评价，赢取风行者，走上人生巅峰！想想是不是还有些小激动呢？赶快加入和大家一起玩耍~现在开始！奔跑吧！英雄！,http://i1.market.mi-img.com/download/AppStore/0b953466907f94b055762a22bd1fa22c76b42edaf/com.Liyang.Runner_mm2.xiaomi.apk,1,1.1.1,3,δ֪,δ֪,δ֪,北京掌中雷霆科技有限公司,2015-01-05 20:00,刀塔酷跑之宙斯降临,0,22.76M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0300155e075464cb01971c47ac44cd5161b305f0d
126,10,37923,1,δ֪,4,动作枪战,"游戏简介：
2014年的某一天，莱特福博士在非洲探险的旅途中，无意中闯入一处从未被人发现的侏罗纪平原，这里生活着众多体型巨大的恐龙，它们对这外来的不速之客发动了攻击，博士为了生存，只能带着武器和它们展开了斗争。。。
游戏玩法：
游戏会从从简单到复杂给予玩家不同的任务，每完成一个任务后会解锁相应的武器，精良的武器带来了更大的火力。玩家可以操作屏幕来控制方向，也可通过右下的按钮切换武器。当然，玩家首要的任务是要保证博士的血量。",http://i2.market.mi-img.com/download/AppStore/0a987c5263ab445171bb2cb1bd593939731170715/com.dinosaurworld.zqky.apk,1,1.0.2,3,δ֪,δ֪,δ֪,yujiaozhuiyu,2015-01-05 20:00,恐龙世界,0,29.05M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/059875326ba147511dbb2bb1b1093837793411d9c
127,10,17827,1,δ֪,4,儿童益智,"经典换装游戏，大大简化操作，更加适合儿童！
大量漂亮的衣服和饰品，随心所欲搭配，做最美丽的公主!
还能保存和分享，随时保留和分享精彩瞬间，全家齐欢乐！",http://file.market.xiaomi.com/download/AppStore/02e6f6400a1c34e4736c3cff10b7a500a8a633e6f/com.aoaogame.game359.apk,1,1.0,0,δ֪,δ֪,δ֪,aoaoGame.com,2015-01-05 20:00,公主大本营,0,35.9M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/04767458b50d24ba32354100910ec130654c3e0d9
128,10,76027,1,δ֪,4,战争策略,"《神三国》是由拉阔开发、有米游戏独家发行的一款轻松搞笑SLG手机游戏。该游戏无视了SLG的沉重，把中国风和动漫风完美的结合在一起，打造一个超级无厘头的三国世界。
你将扮演这个奇（qi）特（pa）三国的诸侯，你要经营内政获取资源、使你的城池更加强大，招募谋士成立你的智囊团，带领军队排兵布阵赢取知名三国战役的胜利，快带上你超级无敌的IQ和小机智加入到《神三国》的世界中来吧！",http://i5.market.mi-img.com/download/AppStore/06a3374a519d5437d14435224c96b0ce68875cd60/com.youmi.ssg.mi.apk,1,1.2.167501,3,δ֪,δ֪,δ֪,淮安有米信息科技有限公司,2015-01-05 20:00,神三国,0,56.39M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/a7f3ecd6-65fa-4d7b-83fd-bc77c793707f
129,10,43231,1,δ֪,4,儿童益智,"经典换装游戏，大大简化操作，更加适合儿童！
大量漂亮的衣服和饰品，随心所欲搭配，做最美丽的小魔女！
随时分享精彩瞬间，全家齐欢乐！",http://i5.market.mi-img.com/download/AppStore/04783a427045a4cc80e2ff6a383edde7624a02433/com.aoaogame.game310.apk,1,1.0,0,δ֪,δ֪,δ֪,aoaoGame.com,2015-01-05 20:00,小魔女时装秀,0,34.12M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/03e115c7e2410673775d8b6ca6c5d4c02b44327c0
130,10,31671,1,δ֪,4,飞行空战,《星际战机（雷電版）》是一款飞行射击类型的未来科技题材跨平台游戏。您作为一名联邦士兵，通过不断征战，打败侵略者“收割者”，以拯救全人类以己任，是全人类的希望之星，最终将打败“收割者”，成为新一代的王牌驾驶员。,http://i4.market.mi-img.com/download/AppStore/0ef855f63bb4076472d1e9d83886633b5da41cb3a/com.yjgame.starfighter.apk,1,1.0.3,3,δ֪,δ֪,δ֪,广州亚晶信息科技有限公司,2015-01-05 20:00,星际战机-雷電版,0,12.5M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0afb9e572ae9043f31e2202682f213da1dec9f744
131,10,38778,1,δ֪,4,网游RPG,"《立体城战纪》由万通集团创始人、商界大脑板冯仑投资出品，故事发生由冯粑粑一手创立的立体城市中。在这里，你可以与中国商界最知名的前偶像天团“万通六君子”称兄道弟，联手迎战BOSS魔龙“凯罚赏”。作为国内首创的手势卡牌游戏，这种九宫格的连线玩法，没点智商还真应付不了。

这是一条凶险的征途（慎入），只要你能拔刀相助，辅佐六君子打败终极BOSS“凯罚赏魔龙”，冯队长愿以真房相赠，立此为据。（队长真是棒棒哒！）",http://i5.market.mi-img.com/download/AppStore/0cdc864e80784494326a52e1274e02b7c44397a61/wzzx.ltcs.mi.apk,1,1.2.0,3,δ֪,δ֪,δ֪,北京创新工坊科技有限公司,2015-01-05 20:00,立体城战纪,0,129.87M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/040ec741469c845ad012349b9259735b7f39da8a0
132,10,21285,1,δ֪,4,休闲创意,《暖暖环游世界恋爱》是一款休闲益智轻松愉悦的换装类小游戏，在不同的背景下给暖暖悉心装扮打造最美的可爱女孩吧~,http://i5.market.mi-img.com/download/AppStore/0f77bc41b835847862ca9cc653b138a656ccee937/com.haoduoyu.jieming.apk,1,1.0,2,δ֪,δ֪,δ֪,苏州工业园区随身玩商务信息咨询服务部,2015-01-05 20:00,暖暖环游世界恋爱,0,19.64M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/000700464a84845f90c7b2259023f749097dc177f
133,10,44801,1,δ֪,4,格斗快打,《功夫武魂》是一款3D微体感格斗竞技游戏。在全新的操作模式下，您将体验到畅快淋漓、激情、刺激的极致格斗游戏体验，释放压力的同时，燃烧您的卡路里，让您的大脑和身体都运动起来；逆袭的战斗即将开始，邀请您的朋友们一起加入，磨炼您们的游戏技术和友情；跟随不断更新的游戏版本，体验丰富的武术流派并且寻找你所中意的游戏角色、格斗方法。无需犹豫，下载中华武魂，邀请您的朋友们，一起动起来，引领这风靡世界的潮流吧！,http://i1.market.mi-img.com/download/AppStore/062c25b96a3ed1c1e58f6f4a1589bdcf96140c163/com.yuanhuo.KungfuSoul.apk,1,1.05,4.5,δ֪,δ֪,δ֪,kung sou,2015-01-05 20:00,功夫武魂,0,119.28M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/08513655-54e1-47cf-916d-18e3f0c15666
134,10,34774,1,δ֪,4,儿童益智,适合6个月到2岁孩子的有趣的游戏。它包含了许多丰富多彩的动画和有趣的声音。你的孩子一定会喜欢和他们玩,http://i4.market.mi-img.com/download/AppStore/0d73e159b57b64e53387ac27077cba4a9ea924df7/com.game.conmbb.yxi.bdyi.apk,1,1.1,0,δ֪,δ֪,δ֪,zhang1988,2015-01-05 20:00,宝宝音乐早教,0,8.03M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/015937555c6d249a40f46f7010f1a297f225d0b10
135,10,42158,1,δ֪,4,儿童益智,巧虎兄弟是一对萌翻大家的双胞胎宝宝，作为他们的主人，一定要珍惜爱护他们哦。首先当然是要把他们打扮的漂漂亮亮的，然后还要时刻注意虎宝宝的需求哦，如果你不给他们想要的玩具，他们会伤心大哭的。相信这款游戏一定能激发宝宝的爱心和审美能力。,http://i5.market.mi-img.com/download/AppStore/0653a5fd073d329a9b787fd79e6eb4153f5432586/com.baobaowan.qiaohuxiongdi.apk,1,1.0,0,δ֪,δ֪,δ֪,gumuchunfck7,2015-01-05 20:00,巧虎兄弟,0,12.03M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0653a5fd073d329a9b7878d7926ebc15385432586
